"Date Updated","Time","Date","URL","MarketName","Bookmaker","moneyline_home","moneyline_away","moneyline_draw"
"2021-10-16T10:29:01Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","bovada","8.25","1.32","5.25"
"2021-10-16T10:28:58Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","onexbet","11.5","1.32","5.7"
"2021-10-16T10:29:00Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betclic","8.3","1.32","5.25"
"2021-10-16T10:28:58Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","paddypower","8.5","1.25","5.0"
"2021-10-16T10:28:58Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","marathonbet","11.75","1.31","5.65"
"2021-10-16T10:29:01Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","wynnbet","9.0","1.31","5.2"
"2021-10-16T10:29:00Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","draftkings","9.0","1.31","5.75"
"2021-10-16T10:29:01Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","williamhill","10.0","1.29","4.8"
"2021-10-16T10:28:58Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","pinnacle","9.83","1.34","5.48"
"2021-10-16T10:29:00Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betrivers","9.0","1.3","5.25"
"2021-10-16T10:28:57Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","ladbrokes","9.0","1.29","4.75"
"2021-10-16T10:28:57Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","neds","9.0","1.29","4.75"
"2021-10-16T10:29:00Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sport888","8.5","1.27","5.1"
"2021-10-16T10:29:02Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","coral","9.5","1.3","5.0"
"2021-10-16T10:28:55Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","unibet","9.0","1.3","5.25"
"2021-10-16T10:29:02Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sugarhouse","9.0","1.3","5.25"
"2021-10-16T10:29:02Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","twinspires","9.0","1.3","5.25"
"2021-10-16T10:29:02Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","barstool","9.0","1.3","5.25"
"2021-10-16T10:29:01Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","intertops","8.5","1.28","4.75"
"2021-10-16T10:28:54Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","tab","8.5","1.3","5.0"
"2021-10-16T10:28:58Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","playup","9.5","1.27","5.3"
"2021-10-16T10:29:00Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","gtbets","11.37","1.27","5.47"
"2021-10-16T10:28:55Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betfair","10.0","1.36","5.8"
"2021-10-16T10:29:00Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betus","9.0","1.36","5.0"
"2021-10-16T10:28:58Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","skybet","9.5","1.25","5.25"
"2021-10-16T10:28:59Z","11:29:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","matchbook","9.4","1.34","5.5"
"2021-10-16T10:28:56Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sportsbet","9.0","1.3","5.0"
"2021-10-16T10:29:01Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","bovada","8.25","1.32","5.25"
"2021-10-16T10:28:58Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","onexbet","11.5","1.32","5.7"
"2021-10-16T10:29:00Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betclic","8.3","1.32","5.25"
"2021-10-16T10:28:58Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","paddypower","8.5","1.25","5.0"
"2021-10-16T10:28:58Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","marathonbet","11.75","1.31","5.65"
"2021-10-16T10:29:01Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","wynnbet","9.0","1.31","5.2"
"2021-10-16T10:29:00Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","draftkings","9.0","1.31","5.75"
"2021-10-16T10:29:01Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","williamhill","10.0","1.29","4.8"
"2021-10-16T10:28:58Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","pinnacle","9.83","1.34","5.48"
"2021-10-16T10:29:00Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betrivers","9.0","1.3","5.25"
"2021-10-16T10:28:57Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","ladbrokes","9.0","1.29","4.75"
"2021-10-16T10:28:57Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","neds","9.0","1.29","4.75"
"2021-10-16T10:29:00Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sport888","8.5","1.27","5.1"
"2021-10-16T10:29:02Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","coral","9.5","1.3","5.0"
"2021-10-16T10:28:55Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","unibet","9.0","1.3","5.25"
"2021-10-16T10:29:02Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sugarhouse","9.0","1.3","5.25"
"2021-10-16T10:29:02Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","twinspires","9.0","1.3","5.25"
"2021-10-16T10:29:02Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","barstool","9.0","1.3","5.25"
"2021-10-16T10:29:01Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","intertops","8.5","1.28","4.75"
"2021-10-16T10:30:27Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","tab","8.5","1.3","5.0"
"2021-10-16T10:28:58Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","playup","9.5","1.27","5.3"
"2021-10-16T10:29:00Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","gtbets","11.37","1.27","5.47"
"2021-10-16T10:28:55Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betfair","10.0","1.36","5.8"
"2021-10-16T10:29:00Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betus","9.0","1.36","5.0"
"2021-10-16T10:28:58Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","skybet","9.5","1.25","5.25"
"2021-10-16T10:28:59Z","11:30:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","matchbook","9.4","1.34","5.5"
"2021-10-16T10:30:28Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sportsbet","9.0","1.3","5.0"
"2021-10-16T10:30:33Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","bovada","8.25","1.32","5.25"
"2021-10-16T10:30:30Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","onexbet","11.5","1.32","5.7"
"2021-10-16T10:29:00Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betclic","8.3","1.32","5.25"
"2021-10-16T10:30:30Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","paddypower","8.5","1.25","5.0"
"2021-10-16T10:30:30Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","marathonbet","11.75","1.31","5.65"
"2021-10-16T10:30:35Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","wynnbet","9.0","1.31","5.2"
"2021-10-16T10:30:32Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","draftkings","9.0","1.31","5.75"
"2021-10-16T10:30:34Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","williamhill","10.0","1.29","4.8"
"2021-10-16T10:30:30Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","pinnacle","9.83","1.34","5.48"
"2021-10-16T10:30:32Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betrivers","9.0","1.3","5.25"
"2021-10-16T10:30:29Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","ladbrokes","9.0","1.29","4.75"
"2021-10-16T10:30:29Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","neds","9.0","1.29","4.75"
"2021-10-16T10:30:33Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sport888","8.5","1.27","5.1"
"2021-10-16T10:30:35Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","coral","9.5","1.3","5.0"
"2021-10-16T10:30:27Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","unibet","9.0","1.3","5.25"
"2021-10-16T10:30:33Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sugarhouse","9.0","1.3","5.25"
"2021-10-16T10:30:35Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","twinspires","9.0","1.3","5.25"
"2021-10-16T10:30:34Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","barstool","9.0","1.3","5.25"
"2021-10-16T10:30:34Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","intertops","8.5","1.28","4.75"
"2021-10-16T10:30:27Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","tab","8.5","1.3","5.0"
"2021-10-16T10:30:30Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","playup","9.5","1.27","5.3"
"2021-10-16T10:30:32Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","gtbets","11.37","1.27","5.47"
"2021-10-16T10:30:27Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betfair","10.0","1.36","5.8"
"2021-10-16T10:30:33Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betus","9.0","1.36","5.0"
"2021-10-16T10:30:33Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","skybet","9.5","1.25","5.25"
"2021-10-16T10:30:31Z","11:31:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","matchbook","9.4","1.34","5.5"
"2021-10-16T10:32:01Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sportsbet","9.0","1.3","5.0"
"2021-10-16T10:32:05Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","bovada","8.25","1.32","5.25"
"2021-10-16T10:32:03Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","onexbet","11.5","1.32","5.7"
"2021-10-16T10:32:05Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betclic","8.3","1.32","5.25"
"2021-10-16T10:32:03Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","paddypower","8.5","1.25","5.0"
"2021-10-16T10:32:03Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","marathonbet","11.75","1.31","5.65"
"2021-10-16T10:30:35Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","wynnbet","9.0","1.31","5.2"
"2021-10-16T10:32:05Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","draftkings","9.0","1.31","5.75"
"2021-10-16T10:32:09Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","williamhill","10.0","1.29","4.8"
"2021-10-16T10:32:04Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","pinnacle","9.83","1.34","5.48"
"2021-10-16T10:32:04Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betrivers","9.0","1.3","5.25"
"2021-10-16T10:32:02Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","ladbrokes","9.0","1.29","4.75"
"2021-10-16T10:32:02Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","neds","9.0","1.29","4.75"
"2021-10-16T10:32:06Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sport888","8.5","1.27","5.1"
"2021-10-16T10:32:07Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","coral","9.5","1.3","5.0"
"2021-10-16T10:32:01Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","unibet","9.0","1.3","5.25"
"2021-10-16T10:32:06Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sugarhouse","9.0","1.3","5.25"
"2021-10-16T10:32:07Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","twinspires","9.0","1.3","5.25"
"2021-10-16T10:32:06Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","barstool","9.0","1.3","5.25"
"2021-10-16T10:32:07Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","intertops","8.5","1.28","4.75"
"2021-10-16T10:32:00Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","tab","8.5","1.3","5.0"
"2021-10-16T10:32:03Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","playup","9.5","1.27","5.3"
"2021-10-16T10:32:05Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","gtbets","11.37","1.27","5.47"
"2021-10-16T10:32:01Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betfair","10.0","1.36","5.7"
"2021-10-16T10:32:06Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betus","9.0","1.36","5.0"
"2021-10-16T10:32:08Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","skybet","9.5","1.25","5.25"
"2021-10-16T10:32:04Z","11:32:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","matchbook","9.4","1.34","5.5"
"2021-10-16T10:32:01Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sportsbet","9.0","1.3","5.0"
"2021-10-16T10:32:05Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","bovada","8.25","1.32","5.25"
"2021-10-16T10:32:03Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","onexbet","11.5","1.32","5.7"
"2021-10-16T10:33:12Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betclic","8.3","1.32","5.25"
"2021-10-16T10:32:03Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","paddypower","8.5","1.25","5.0"
"2021-10-16T10:32:03Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","marathonbet","11.75","1.31","5.65"
"2021-10-16T10:33:13Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","wynnbet","9.0","1.31","5.2"
"2021-10-16T10:33:12Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","draftkings","9.0","1.31","5.75"
"2021-10-16T10:32:09Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","williamhill","10.0","1.29","4.8"
"2021-10-16T10:33:10Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","pinnacle","9.83","1.34","5.48"
"2021-10-16T10:33:11Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betrivers","9.0","1.3","5.25"
"2021-10-16T10:32:02Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","ladbrokes","9.0","1.29","4.75"
"2021-10-16T10:32:02Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","neds","9.0","1.29","4.75"
"2021-10-16T10:32:06Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sport888","8.5","1.27","5.1"
"2021-10-16T10:33:13Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","coral","9.5","1.3","5.0"
"2021-10-16T10:32:01Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","unibet","9.0","1.3","5.25"
"2021-10-16T10:33:12Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sugarhouse","9.0","1.3","5.25"
"2021-10-16T10:33:14Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","twinspires","9.0","1.3","5.25"
"2021-10-16T10:33:14Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","barstool","9.0","1.3","5.25"
"2021-10-16T10:32:07Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","intertops","8.5","1.28","4.75"
"2021-10-16T10:32:00Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","tab","8.5","1.3","5.0"
"2021-10-16T10:32:03Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","playup","9.5","1.27","5.3"
"2021-10-16T10:32:05Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","gtbets","11.37","1.27","5.47"
"2021-10-16T10:32:01Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betfair","10.0","1.36","5.7"
"2021-10-16T10:32:06Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betus","9.0","1.36","5.0"
"2021-10-16T10:32:08Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","skybet","9.5","1.25","5.25"
"2021-10-16T10:33:12Z","11:33:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","matchbook","9.4","1.34","5.5"
"2021-10-16T10:32:01Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sportsbet","9.0","1.3","5.0"
"2021-10-16T10:32:05Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","bovada","8.25","1.32","5.25"
"2021-10-16T10:32:03Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","onexbet","11.5","1.32","5.7"
"2021-10-16T10:33:12Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betclic","8.3","1.32","5.25"
"2021-10-16T10:32:03Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","paddypower","8.5","1.25","5.0"
"2021-10-16T10:32:03Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","marathonbet","11.75","1.31","5.65"
"2021-10-16T10:33:13Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","wynnbet","9.0","1.31","5.2"
"2021-10-16T10:33:12Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","draftkings","9.0","1.31","5.75"
"2021-10-16T10:32:09Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","williamhill","10.0","1.29","4.8"
"2021-10-16T10:33:10Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","pinnacle","9.83","1.34","5.48"
"2021-10-16T10:33:11Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betrivers","9.0","1.3","5.25"
"2021-10-16T10:32:02Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","ladbrokes","9.0","1.29","4.75"
"2021-10-16T10:32:02Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","neds","9.0","1.29","4.75"
"2021-10-16T10:32:06Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sport888","8.5","1.27","5.1"
"2021-10-16T10:33:13Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","coral","9.5","1.3","5.0"
"2021-10-16T10:32:01Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","unibet","9.0","1.3","5.25"
"2021-10-16T10:33:12Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sugarhouse","9.0","1.3","5.25"
"2021-10-16T10:33:14Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","twinspires","9.0","1.3","5.25"
"2021-10-16T10:33:14Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","barstool","9.0","1.3","5.25"
"2021-10-16T10:32:07Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","intertops","8.5","1.28","4.75"
"2021-10-16T10:32:00Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","tab","8.5","1.3","5.0"
"2021-10-16T10:32:03Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","playup","9.5","1.27","5.3"
"2021-10-16T10:32:05Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","gtbets","11.37","1.27","5.47"
"2021-10-16T10:32:01Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betfair","10.0","1.36","5.7"
"2021-10-16T10:32:06Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betus","9.0","1.36","5.0"
"2021-10-16T10:32:08Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","skybet","9.5","1.25","5.25"
"2021-10-16T10:33:12Z","11:34:26 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","matchbook","9.4","1.34","5.5"
"2021-10-16T10:34:45Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sportsbet","9.0","1.3","5.0"
"2021-10-16T10:34:50Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","bovada","8.25","1.32","5.25"
"2021-10-16T10:34:47Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","onexbet","11.5","1.32","5.7"
"2021-10-16T10:34:50Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betclic","8.3","1.32","5.25"
"2021-10-16T10:34:48Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","paddypower","8.5","1.25","5.0"
"2021-10-16T10:34:47Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","marathonbet","11.75","1.31","5.65"
"2021-10-16T10:34:51Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","wynnbet","9.0","1.31","5.2"
"2021-10-16T10:34:50Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","draftkings","9.0","1.31","5.75"
"2021-10-16T10:34:47Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","williamhill","10.0","1.29","4.8"
"2021-10-16T10:34:48Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","pinnacle","9.83","1.34","5.48"
"2021-10-16T10:34:49Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betrivers","9.0","1.3","5.25"
"2021-10-16T10:34:47Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","ladbrokes","8.5","1.29","4.75"
"2021-10-16T10:34:47Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","neds","8.5","1.29","4.75"
"2021-10-16T10:34:50Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sport888","8.5","1.27","5.1"
"2021-10-16T10:34:52Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","coral","9.0","1.3","5.0"
"2021-10-16T10:34:45Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","unibet","9.0","1.3","5.25"
"2021-10-16T10:34:51Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","sugarhouse","9.0","1.3","5.25"
"2021-10-16T10:34:51Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","twinspires","9.0","1.3","5.25"
"2021-10-16T10:34:52Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","barstool","9.0","1.3","5.25"
"2021-10-16T10:34:50Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","intertops","8.5","1.28","4.75"
"2021-10-16T10:34:44Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","tab","8.5","1.3","5.0"
"2021-10-16T10:34:48Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","playup","9.5","1.27","5.3"
"2021-10-16T10:34:50Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","gtbets","11.37","1.27","5.47"
"2021-10-16T10:35:13Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betfair","10.0","1.35","5.7"
"2021-10-16T10:34:51Z","11:35:27 Moscow Time","2021-10-16","","Arsenal Tula/Zenit St Petersburg","betus","9.0","1.36","5.0"
